SDT_YY,SDT_MM,SDT_DD,SDT_DY,ARP,ODP,FLO,FLT,AOD,STT,DLY,DLY_RATE
2019,9,18,수,ARP3,ARP13,F,F1302,D,9:30,Y,0.44972312
2019,9,18,수,ARP1,ARP3,H,H1104,A,10:55,N,0.9089041
2019,9,18,수,ARP3,ARP1,H,H1104,D,9:45,N,0.5452203
2019,9,18,수,ARP1,ARP3,H,H1120,A,17:35,N,0.67279303
2019,9,18,수,ARP3,ARP1,H,H1120,D,16:25,Y,0.24337393
2019,9,18,수,ARP3,ARP1,H,H1141,A,10:35,N,0.908977
2019,9,18,수,ARP1,ARP3,H,H1141,D,9:25,N,0.6705437
2019,9,18,수,ARP3,ARP8,H,H1605,A,19:20,Y,0.39753598
2019,9,18,수,ARP8,ARP3,H,H1605,D,18:30,Y,0.20680952
2019,9,18,수,ARP1,ARP3,I,I1314,A,13:00,N,0.89018404
2019,9,18,수,ARP3,ARP1,I,I1314,D,11:45,N,0.50667334
2019,9,18,수,ARP3,ARP1,I,I1331,A,18:05,N,0.6226914
2019,9,18,수,ARP1,ARP3,I,I1331,D,16:55,Y,0.3064891
2019,9,18,수,ARP1,ARP3,I,I1332,A,19:00,N,0.6213697
2019,9,18,수,ARP3,ARP1,I,I1332,D,17:45,Y,0.26306587
2019,9,18,수,ARP3,ARP6,I,I1559,A,20:30,N,0.60159254
2019,9,18,수,ARP6,ARP3,I,I1559,D,19:20,Y,0.219607
2019,9,18,수,ARP6,ARP3,I,I1586,A,16:35,N,0.8521052
2019,9,18,수,ARP3,ARP6,I,I1586,D,15:25,N,0.50128376
2019,9,18,수,ARP2,ARP3,J,J1011,A,18:40,N,0.8005496
2019,9,18,수,ARP3,ARP2,J,J1011,D,17:40,Y,0.38260025
2019,9,18,수,ARP3,ARP1,J,J1212,A,10:10,N,0.8940869
2019,9,18,수,ARP1,ARP3,J,J1212,D,9:00,N,0.7114241
2019,9,18,수,ARP3,ARP1,J,J1226,A,13:30,N,0.87276363
2019,9,18,수,ARP1,ARP3,J,J1226,D,12:20,N,0.6904582
2019,9,18,수,ARP1,ARP3,J,J1245,A,17:50,N,0.70975053
2019,9,18,수,ARP3,ARP1,J,J1245,D,16:40,Y,0.43315333
2019,9,18,수,ARP1,ARP3,J,J1265,A,22:00,N,0.6961311
2019,9,18,수,ARP3,ARP1,J,J1265,D,20:50,Y,0.48713636
2019,9,18,수,ARP6,ARP3,A,A1232,A,12:25,N,0.9265624
2019,9,18,수,ARP3,ARP6,A,A1232,D,11:20,N,0.85844857
2019,9,18,수,ARP1,ARP3,A,A1912,A,9:55,N,0.80150896
2019,9,18,수,ARP3,ARP1,A,A1932,D,13:10,N,0.7429021
2019,9,18,수,ARP3,ARP1,A,A1961,A,16:05,N,0.89711183
2019,9,18,수,ARP1,ARP3,A,A1961,D,14:55,Y,0.48901033
2019,9,18,수,ARP3,ARP1,A,A1983,A,19:55,N,0.86293983
2019,9,18,수,ARP1,ARP3,A,A1983,D,18:45,Y,0.19782197
2019,9,18,수,ARP1,ARP3,B,B1014,A,22:30,N,0.83385503
2019,9,18,수,ARP3,ARP1,B,B1014,D,21:20,Y,0.45600075
2019,9,18,수,ARP2,ARP3,B,B1108,A,14:30,N,0.5031978
2019,9,18,수,ARP3,ARP2,B,B1108,D,13:30,Y,0.24365026
2019,9,18,수,ARP2,ARP3,B,B1138,A,20:30,Y,0.44711518
2019,9,18,수,ARP3,ARP2,B,B1138,D,19:35,Y,0.30457437
2019,9,18,수,ARP5,ARP3,B,B1300,A,11:40,N,0.59066117
2019,9,18,수,ARP3,ARP5,B,B1300,D,10:40,N,0.5683341
2019,9,18,수,ARP1,ARP3,F,F1210,A,12:45,N,0.8863033
2019,9,18,수,ARP3,ARP1,F,F1210,D,11:35,N,0.6616907
2019,9,18,수,ARP3,ARP13,F,F1303,A,18:45,N,0.8722765
2019,9,18,수,ARP13,ARP3,F,F1303,D,17:55,Y,0.4126892
2019,9,18,수,ARP3,ARP1,H,H1105,A,8:50,N,0.80433464
2019,9,18,수,ARP1,ARP3,H,H1105,D,7:40,N,0.77736455
2019,9,18,수,ARP3,ARP1,H,H1121,A,15:50,N,0.82426244
2019,9,18,수,ARP1,ARP3,H,H1121,D,14:40,Y,0.3032952
2019,9,18,수,ARP1,ARP3,H,H1142,A,12:25,N,0.9015537
2019,9,18,수,ARP3,ARP1,H,H1142,D,11:15,N,0.5301776
2019,9,18,수,ARP3,ARP2,H,H1505,A,10:10,N,0.83701634
2019,9,18,수,ARP2,ARP3,H,H1505,D,9:10,N,0.6677899
2019,9,18,수,ARP8,ARP3,H,H1606,A,17:40,N,0.53010327
2019,9,18,수,ARP3,ARP8,H,H1606,D,16:50,Y,0.233145
2019,9,18,수,ARP3,ARP1,I,I1333,A,20:00,N,0.59898484
2019,9,18,수,ARP1,ARP3,I,I1333,D,18:45,Y,0.23540848
2019,9,18,수,ARP6,ARP3,I,I1560,A,22:40,N,0.62931585
2019,9,18,수,ARP3,ARP6,I,I1560,D,21:30,Y,0.2250576
2019,9,18,수,ARP1,ARP3,J,J1213,A,11:20,N,0.8574294
2019,9,18,수,ARP3,ARP1,J,J1213,D,10:10,N,0.7598709
2019,9,18,수,ARP3,ARP1,J,J1246,A,17:10,N,0.8287392
2019,9,18,수,ARP1,ARP3,J,J1246,D,16:00,N,0.5422014
2019,9,18,수,ARP3,ARP6,A,A1233,A,14:00,N,0.8455072
2019,9,18,수,ARP6,ARP3,A,A1233,D,12:55,N,0.82608473
2019,9,18,수,ARP3,ARP1,A,A1912,D,8:45,N,0.76629937
2019,9,18,수,ARP3,ARP1,A,A1935,A,11:50,N,0.8714549
2019,9,18,수,ARP1,ARP3,A,A1935,D,10:40,N,0.8034978
2019,9,18,수,ARP3,ARP1,A,A1985,A,20:05,N,0.7866546
2019,9,18,수,ARP1,ARP3,A,A1985,D,18:55,Y,0.19782197
2019,9,18,수,ARP3,ARP1,B,B1015,A,19:20,Y,0.30540997
2019,9,18,수,ARP1,ARP3,B,B1015,D,18:10,Y,0.24373585
2019,9,18,수,ARP3,ARP2,B,B1109,A,13:00,Y,0.4927194
2019,9,18,수,ARP2,ARP3,B,B1109,D,12:00,Y,0.3258105
2019,9,18,수,ARP3,ARP2,B,B1139,A,18:55,Y,0.4476325
2019,9,18,수,ARP2,ARP3,B,B1139,D,17:55,N,0.52186024
2019,9,18,수,ARP3,ARP5,B,B1301,A,9:55,N,0.6194221
2019,9,18,수,ARP5,ARP3,B,B1301,D,8:50,N,0.5093392
2019,9,18,수,ARP3,ARP1,F,F1211,A,12:05,N,0.9441732
2019,9,18,수,ARP1,ARP3,F,F1211,D,10:55,N,0.7582501
2019,9,18,수,ARP1,ARP3,F,F1224,A,19:10,N,0.88182956
2019,9,18,수,ARP3,ARP1,F,F1224,D,18:05,Y,0.43310028
2019,9,18,수,ARP1,ARP3,H,H1122,A,18:30,N,0.7429719
2019,9,18,수,ARP3,ARP1,H,H1122,D,17:20,Y,0.2669713
2019,9,18,수,ARP3,ARP1,H,H1143,A,14:25,N,0.82433486
2019,9,18,수,ARP1,ARP3,H,H1143,D,13:15,N,0.52508783
2019,9,18,수,ARP2,ARP3,H,H1506,A,14:00,N,0.7415601
2019,9,18,수,ARP3,ARP2,H,H1506,D,12:55,Y,0.3808229
2019,9,18,수,ARP3,ARP4,H,H1701,A,9:35,N,0.61983705
2019,9,18,수,ARP1,ARP3,I,I1316,A,13:45,N,0.9119187
2019,9,18,수,ARP3,ARP1,I,I1316,D,12:30,N,0.57910794
2019,9,18,수,ARP3,ARP1,I,I1335,A,20:15,N,0.5613003
2019,9,18,수,ARP1,ARP3,I,I1335,D,19:05,Y,0.15214747
2019,9,18,수,ARP3,ARP2,I,I1561,A,8:35,N,0.86356544
2019,9,18,수,ARP2,ARP3,I,I1561,D,7:35,N,0.6489452
2019,9,18,수,ARP3,ARP6,I,I1587,A,18:25,N,0.75641453
2019,9,18,수,ARP6,ARP3,I,I1587,D,17:15,Y,0.3794961
2019,9,18,수,ARP3,ARP1,J,J1214,A,10:30,N,0.8940869
2019,9,18,수,ARP1,ARP3,J,J1214,D,9:20,N,0.7207728
2019,9,18,수,ARP1,ARP3,J,J1229,A,14:35,N,0.75817806
2019,9,18,수,ARP3,ARP1,J,J1229,D,13:25,Y,0.44753832
2019,9,18,수,ARP1,ARP3,J,J1247,A,18:10,N,0.6725783
2019,9,18,수,ARP3,ARP1,J,J1247,D,17:00,Y,0.43512124
2019,9,18,수,ARP3,ARP1,J,J1266,A,21:40,N,0.85292923
2019,9,18,수,ARP1,ARP3,J,J1266,D,20:30,N,0.5927043
2019,9,18,수,ARP6,ARP3,A,A1234,A,16:15,N,0.8949428
2019,9,18,수,ARP3,ARP6,A,A1234,D,15:10,N,0.67420006
2019,9,18,수,ARP3,ARP1,A,A1913,A,8:35,N,0.87213653
2019,9,18,수,ARP1,ARP3,A,A1913,D,7:25,N,0.8369798
2019,9,18,수,ARP1,ARP3,A,A1936,A,15:00,N,0.87372744
2019,9,18,수,ARP3,ARP1,A,A1936,D,13:50,N,0.7786872
2019,9,18,수,ARP1,ARP3,A,A1962,A,17:35,N,0.83885497
2019,9,18,수,ARP3,ARP1,A,A1962,D,16:25,N,0.5249361
2019,9,18,수,ARP1,ARP3,A,A1986,A,21:00,N,0.78871197
2019,9,18,수,ARP3,ARP1,A,A1986,D,19:50,Y,0.4417882
2019,9,18,수,ARP3,ARP1,B,B1021,A,16:00,Y,0.36075884
2019,9,18,수,ARP1,ARP3,B,B1021,D,14:55,Y,0.34405357
2019,9,18,수,ARP2,ARP3,B,B1110,A,16:00,Y,0.40347087
2019,9,18,수,ARP3,ARP2,B,B1110,D,14:55,Y,0.22683793
2019,9,18,수,ARP5,ARP3,B,B1306,A,18:55,N,0.585632
2019,9,18,수,ARP3,ARP5,B,B1306,D,17:45,Y,0.4632603
2019,9,18,수,ARP1,ARP3,F,F1212,A,13:55,N,0.87906975
2019,9,18,수,ARP3,ARP1,F,F1212,D,12:45,N,0.5610939
2019,9,18,수,ARP3,ARP1,F,F1225,A,17:45,N,0.80683744
2019,9,18,수,ARP1,ARP3,F,F1225,D,16:35,Y,0.37927103
2019,9,18,수,ARP13,ARP3,F,F1304,A,17:15,N,0.8424123
2019,9,18,수,ARP3,ARP13,F,F1304,D,16:25,Y,0.28610498
2019,9,18,수,ARP1,ARP3,H,H1106,A,11:20,N,0.8979945
2019,9,18,수,ARP3,ARP1,H,H1106,D,10:10,N,0.55941504
2019,9,18,수,ARP3,ARP1,H,H1123,A,16:55,N,0.72606087
2019,9,18,수,ARP1,ARP3,H,H1123,D,15:45,Y,0.45778447
2019,9,18,수,ARP1,ARP3,H,H1144,A,16:10,N,0.6844666
2019,9,18,수,ARP3,ARP1,H,H1144,D,15:00,Y,0.22372025
2019,9,18,수,ARP3,ARP1,H,H1145,A,18:05,N,0.7267741
2019,9,18,수,ARP1,ARP3,H,H1145,D,16:55,Y,0.14891887
2019,9,18,수,ARP2,ARP3,H,H1508,A,15:00,Y,0.49508482
2019,9,18,수,ARP3,ARP2,H,H1508,D,14:05,Y,0.16896701
2019,9,18,수,ARP4,ARP3,H,H1701,D,8:30,N,0.6418865
2019,9,18,수,ARP4,ARP3,H,H1704,A,15:30,N,0.5185944
2019,9,18,수,ARP3,ARP4,H,H1704,D,14:25,Y,0.19985181
2019,9,18,수,ARP3,ARP1,I,I1317,A,16:30,N,0.82768124
2019,9,18,수,ARP1,ARP3,I,I1317,D,15:20,Y,0.43026388
2019,9,18,수,ARP2,ARP3,I,I1562,A,11:30,N,0.86050206
2019,9,18,수,ARP3,ARP2,I,I1562,D,10:30,N,0.66359955
2019,9,18,수,ARP8,ARP3,I,I1592,A,10:20,N,0.85931385
2019,9,18,수,ARP3,ARP8,I,I1592,D,9:30,N,0.72687596
2019,9,18,수,ARP2,ARP3,J,J1015,A,21:05,N,0.7922418
2019,9,18,수,ARP3,ARP2,J,J1015,D,20:00,N,0.5377642
2019,9,18,수,ARP1,ARP3,J,J1231,A,15:10,N,0.7140006
2019,9,18,수,ARP3,ARP1,J,J1231,D,14:00,Y,0.4576984
2019,9,18,수,ARP1,ARP3,J,J1249,A,18:30,N,0.6725783
2019,9,18,수,ARP3,ARP1,J,J1249,D,17:20,Y,0.43512124
2019,9,18,수,ARP1,ARP3,J,J1267,A,22:15,N,0.6961311
2019,9,18,수,ARP3,ARP1,J,J1267,D,21:05,Y,0.43630666
2019,9,18,수,ARP3,ARP4,J,J1806,A,10:35,N,0.83679825
2019,9,18,수,ARP4,ARP3,J,J1806,D,9:30,N,0.6152291
2019,9,18,수,ARP3,ARP8,A,A1149,A,20:15,N,0.8027934
2019,9,18,수,ARP8,ARP3,A,A1149,D,19:20,N,0.66562295
2019,9,18,수,ARP3,ARP7,A,A1161,A,7:10,N,0.8870266
2019,9,18,수,ARP7,ARP3,A,A1161,D,6:20,N,0.79966474
2019,9,18,수,ARP3,ARP4,A,A1129,A,20:15,N,0.7959711
2019,9,18,수,ARP4,ARP3,A,A1129,D,19:10,N,0.54422593
2019,9,18,수,ARP8,ARP3,A,A1140,A,9:25,N,0.87435895
2019,9,18,수,ARP3,ARP8,A,A1140,D,8:35,N,0.8111448
2019,9,18,수,ARP3,ARP8,A,A1141,A,10:45,N,0.89715976
2019,9,18,수,ARP8,ARP3,A,A1141,D,9:55,N,0.73029804
2019,9,18,수,ARP9,ARP3,A,A1197,D,11:45,N,0.82173145
2019,9,18,수,ARP3,ARP9,A,A1197,A,12:35,N,0.92570573
2019,9,18,수,ARP9,ARP3,A,A1196,A,11:05,N,0.89619327
2019,9,18,수,ARP3,ARP9,A,A1196,D,10:15,N,0.8622128
2019,9,18,수,ARP9,ARP3,A,A1198,A,15:25,N,0.88860005
2019,9,18,수,ARP3,ARP9,A,A1198,D,14:35,N,0.61701715
2019,9,18,수,ARP3,ARP4,A,A1121,A,10:30,N,0.89011514
2019,9,18,수,ARP4,ARP3,A,A1121,D,9:30,N,0.7660431
2019,9,18,수,ARP3,ARP4,A,A1125,A,14:30,N,0.883811
2019,9,18,수,ARP4,ARP3,A,A1125,D,13:25,N,0.675925
2019,9,18,수,ARP8,ARP3,A,A1142,A,12:05,N,0.93976146
2019,9,18,수,ARP3,ARP8,A,A1142,D,11:10,N,0.85198367
2019,9,18,수,ARP3,ARP8,A,A1143,A,13:40,N,0.93974185
2019,9,18,수,ARP8,ARP3,A,A1143,D,12:45,N,0.76813143
2019,9,18,수,ARP4,ARP3,A,A1120,A,9:05,N,0.86105955
2019,9,18,수,ARP3,ARP4,A,A1120,D,8:05,N,0.8241916
2019,9,18,수,ARP3,ARP4,A,A1124,D,11:40,N,0.8594315
2019,9,18,수,ARP3,ARP8,A,A1145,A,15:30,N,0.8714657
2019,9,18,수,ARP8,ARP3,A,A1145,D,14:40,N,0.5942931
2019,9,18,수,ARP3,ARP8,A,A1148,D,17:45,N,0.6629837
2019,9,18,수,ARP4,ARP3,J,J1805,A,8:40,N,0.8805952
2019,9,18,수,ARP3,ARP4,J,J1805,D,7:35,N,0.71192884
2019,9,18,수,ARP3,ARP1,I,I1301,A,7:20,N,0.9493476
2019,9,18,수,ARP1,ARP3,I,I1301,D,6:05,N,0.89398146
2019,9,18,수,ARP8,ARP3,A,A1148,A,18:40,N,0.808919
2019,9,18,수,ARP1,ARP3,I,I1302,A,8:10,N,0.9307806
2019,9,18,수,ARP3,ARP1,I,I1302,D,7:05,N,0.86592907
2019,9,18,수,ARP8,ARP3,A,A1144,A,14:05,N,0.87693644
2019,9,18,수,ARP3,ARP8,A,A1144,D,13:10,N,0.7392039
2019,9,18,수,ARP3,ARP8,A,A1147,A,18:55,N,0.7368666
2019,9,18,수,ARP8,ARP3,A,A1147,D,18:00,N,0.59769535
2019,9,18,수,ARP4,ARP15,J,J1416,A,20:35,N,0.63927746
2019,9,18,수,ARP15,ARP4,J,J1416,D,19:35,Y,0.33238733
2019,9,18,수,ARP4,ARP3,J,J1807,A,10:20,N,0.8885021
2019,9,18,수,ARP3,ARP4,J,J1807,D,9:15,N,0.5838272
2019,9,18,수,ARP7,ARP3,A,A1168,A,21:40,N,0.8313457
2019,9,18,수,ARP3,ARP7,A,A1168,D,20:50,Y,0.42510396
2019,9,18,수,ARP4,ARP3,A,A1124,A,12:45,N,0.9442151
2019,9,18,수,ARP3,ARP4,J,J1808,A,12:05,N,0.84696823
2019,9,18,수,ARP4,ARP3,J,J1808,D,11:00,Y,0.4170856
2019,9,18,수,ARP4,ARP3,A,A1128,A,18:30,N,0.7780495
2019,9,18,수,ARP3,ARP4,A,A1128,D,17:25,N,0.56265545
2019,9,18,수,ARP8,ARP3,A,A1146,A,17:25,N,0.81286436
2019,9,18,수,ARP3,ARP8,A,A1146,D,16:35,N,0.6137574
2019,9,18,수,ARP4,ARP3,J,J1811,A,16:10,N,0.6883482
2019,9,18,수,ARP3,ARP4,J,J1811,D,15:05,Y,0.44392192
2019,9,18,수,ARP3,ARP4,J,J1812,A,18:40,N,0.6388139
2019,9,18,수,ARP4,ARP3,J,J1812,D,17:35,Y,0.29534155
2019,9,18,수,ARP4,ARP3,J,J1813,A,17:45,N,0.6913298
2019,9,18,수,ARP3,ARP4,J,J1813,D,16:40,Y,0.4545846
2019,9,18,수,ARP3,ARP4,J,J1814,A,19:25,N,0.6540978
2019,9,18,수,ARP4,ARP3,J,J1814,D,18:20,Y,0.30786008
2019,9,18,수,ARP3,ARP9,A,A1199,A,16:50,N,0.87937546
2019,9,18,수,ARP9,ARP3,A,A1199,D,16:00,N,0.55543864
2019,9,18,수,ARP3,ARP1,I,I1303,A,7:25,N,0.94599044
2019,9,18,수,ARP1,ARP3,I,I1303,D,6:10,N,0.89161175
2019,9,18,수,ARP1,ARP3,I,I1304,A,9:15,N,0.9085585
2019,9,18,수,ARP3,ARP1,I,I1304,D,8:00,N,0.87147653
2019,9,18,수,ARP3,ARP1,I,I1305,A,8:20,N,0.8941312
2019,9,18,수,ARP1,ARP3,I,I1305,D,7:05,N,0.7368562
2019,9,18,수,ARP3,ARP5,J,J1824,A,14:40,N,0.7405548
2019,9,18,수,ARP5,ARP3,J,J1824,D,13:35,Y,0.35458505
2019,9,18,수,ARP1,ARP3,L,L1704,A,9:35,N,0.76815194
2019,9,18,수,ARP3,ARP1,L,L1704,D,8:25,N,0.8131602
2019,9,18,수,ARP1,ARP3,I,I1306,A,9:30,N,0.8827086
2019,9,18,수,ARP3,ARP1,I,I1306,D,8:15,N,0.5817961
2019,9,18,수,ARP3,ARP1,I,I1307,A,9:55,N,0.8996652
2019,9,18,수,ARP1,ARP3,I,I1307,D,8:45,N,0.68783396
2019,9,18,수,ARP3,ARP1,I,I1309,A,11:05,N,0.89009035
2019,9,18,수,ARP1,ARP3,I,I1309,D,9:50,N,0.66511905
2019,9,18,수,ARP15,ARP4,J,J1413,A,8:15,N,0.83978593
2019,9,18,수,ARP4,ARP15,J,J1413,D,7:10,N,0.883441
2019,9,18,수,ARP14,ARP3,J,J1855,A,12:25,N,0.8624094
2019,9,18,수,ARP3,ARP14,J,J1855,D,11:15,N,0.50125015
2019,9,18,수,ARP3,ARP14,J,J1856,A,10:00,N,0.7310891
2019,9,18,수,ARP14,ARP3,J,J1856,D,8:50,Y,0.46863645
2019,9,18,수,ARP3,ARP8,J,J1904,A,11:00,N,0.8058009
2019,9,18,수,ARP8,ARP3,J,J1904,D,10:10,N,0.70982254
2019,9,18,수,ARP8,ARP3,J,J1905,A,9:35,N,0.8161888
2019,9,18,수,ARP3,ARP8,J,J1905,D,8:40,N,0.57672787
2019,9,18,수,ARP13,ARP3,J,J1921,A,14:45,N,0.76617503
2019,9,18,수,ARP3,ARP13,J,J1921,D,13:40,Y,0.3931893
2019,9,18,수,ARP5,ARP3,J,J1825,A,12:55,N,0.8702639
2019,9,18,수,ARP3,ARP5,J,J1825,D,11:50,Y,0.4139318
2019,9,18,수,ARP3,ARP14,J,J1854,A,14:30,N,0.7103635
2019,9,18,수,ARP14,ARP3,J,J1854,D,13:20,Y,0.3466289
2019,9,18,수,ARP3,ARP8,J,J1906,A,14:25,N,0.72724104
2019,9,18,수,ARP8,ARP3,J,J1906,D,13:25,N,0.5327059
2019,9,18,수,ARP8,ARP3,J,J1907,A,12:50,N,0.8275253
2019,9,18,수,ARP3,ARP8,J,J1907,D,11:50,Y,0.42243874
2019,9,18,수,ARP3,ARP8,J,J1908,A,17:45,N,0.6434676
2019,9,18,수,ARP8,ARP3,J,J1908,D,16:45,Y,0.47950917
2019,9,18,수,ARP8,ARP3,J,J1909,A,16:10,N,0.7166077
2019,9,18,수,ARP3,ARP8,J,J1909,D,15:10,Y,0.44462103
2019,9,18,수,ARP8,ARP3,J,J1911,A,18:50,N,0.65331995
2019,9,18,수,ARP3,ARP8,J,J1911,D,17:50,Y,0.44335586
2019,9,18,수,ARP3,ARP8,J,J1910,A,20:25,N,0.6297847
2019,9,18,수,ARP8,ARP3,J,J1910,D,19:25,Y,0.45837104
2019,9,18,수,ARP3,ARP13,J,J1920,A,16:25,N,0.7492038
2019,9,18,수,ARP13,ARP3,J,J1920,D,15:25,N,0.5363749
2019,9,19,목,ARP3,ARP1,L,L1701,A,7:50,N,0.58520186
2019,9,19,목,ARP1,ARP3,L,L1701,D,6:40,N,0.90928453
2019,9,19,목,ARP1,ARP3,L,L1702,A,9:05,N,0.7888603
2019,9,19,목,ARP3,ARP1,L,L1702,D,7:55,N,0.892726
2019,9,19,목,ARP1,ARP3,L,L1720,A,14:40,N,0.9072325
2019,9,19,목,ARP3,ARP1,L,L1720,D,13:30,N,0.622915
2019,9,19,목,ARP1,ARP3,L,L1728,A,18:15,N,0.8615238
2019,9,19,목,ARP3,ARP1,L,L1728,D,17:05,N,0.7358093
2019,9,19,목,ARP4,ARP3,L,L1808,A,20:10,N,0.8230306
2019,9,19,목,ARP3,ARP4,L,L1808,D,19:10,N,0.778913
2019,9,19,목,ARP3,ARP9,J,J1934,A,16:00,N,0.61653996
2019,9,19,목,ARP9,ARP3,J,J1934,D,15:00,Y,0.4209218
2019,9,19,목,ARP3,ARP1,L,L1721,A,15:15,N,0.8993181
2019,9,19,목,ARP1,ARP3,L,L1721,D,14:05,N,0.8586327
2019,9,19,목,ARP3,ARP1,L,L1729,A,18:50,N,0.87301874
2019,9,19,목,ARP1,ARP3,L,L1729,D,17:40,N,0.79120535
2019,9,19,목,ARP1,ARP3,L,L1730,A,20:35,N,0.74985445
2019,9,19,목,ARP3,ARP1,L,L1730,D,19:25,N,0.6449543
2019,9,19,목,ARP3,ARP1,L,L1703,A,8:10,N,0.73609066
2019,9,19,목,ARP1,ARP3,L,L1703,D,7:00,N,0.9296791
2019,9,19,목,ARP3,ARP1,L,L1731,A,19:20,N,0.853279
2019,9,19,목,ARP1,ARP3,L,L1731,D,18:10,N,0.6418005
2019,9,19,목,ARP3,ARP4,L,L1809,A,20:35,N,0.8607606
2019,9,19,목,ARP4,ARP3,L,L1809,D,19:35,N,0.73961055
2019,9,19,목,ARP3,ARP1,L,L1705,A,9:25,N,0.82030344
2019,9,19,목,ARP1,ARP3,L,L1705,D,8:15,N,0.918306
2019,9,19,목,ARP1,ARP3,L,L1732,A,21:05,N,0.65227354
2019,9,19,목,ARP3,ARP1,L,L1732,D,19:55,N,0.6808643
2019,9,19,목,ARP4,ARP3,L,L1810,A,22:10,N,0.7796079
2019,9,19,목,ARP3,ARP4,L,L1810,D,21:10,N,0.64998937
2019,9,19,목,ARP9,ARP3,J,J1935,A,14:25,N,0.8421675
2019,9,19,목,ARP3,ARP9,J,J1935,D,13:25,Y,0.42427403
2019,9,19,목,ARP3,ARP6,J,J1954,A,9:25,N,0.82166123
2019,9,19,목,ARP1,ARP3,L,L1706,A,9:55,N,0.84520483
2019,9,19,목,ARP3,ARP1,L,L1706,D,8:45,N,0.8413367
2019,9,19,목,ARP3,ARP8,L,L1901,A,10:25,N,0.8801347
2019,9,19,목,ARP8,ARP3,L,L1901,D,9:30,N,0.8899436
2019,9,19,목,ARP6,ARP3,J,J1954,D,8:20,N,0.7237918
2019,9,19,목,ARP3,ARP1,L,L1707,A,10:55,N,0.8399973
2019,9,19,목,ARP1,ARP3,L,L1707,D,9:45,N,0.918306
2019,9,19,목,ARP1,ARP3,L,L1734,A,21:40,N,0.6612829
2019,9,19,목,ARP3,ARP1,L,L1734,D,20:30,N,0.5392475
2019,9,19,목,ARP8,ARP3,L,L1902,A,8:55,N,0.813509
2019,9,19,목,ARP3,ARP8,L,L1902,D,8:05,N,0.91535676
2019,9,19,목,ARP6,ARP3,J,J1955,A,11:10,N,0.81472635
2019,9,19,목,ARP3,ARP6,J,J1955,D,10:05,N,0.56724775
2019,9,19,목,ARP1,ARP3,L,L1708,A,11:10,N,0.89525163
2019,9,19,목,ARP3,ARP1,L,L1708,D,10:00,N,0.88136894
2019,9,19,목,ARP3,ARP1,L,L1735,A,20:00,N,0.7967174
2019,9,19,목,ARP1,ARP3,L,L1735,D,18:50,N,0.59817743
2019,9,19,목,ARP3,ARP8,L,L1903,A,12:55,N,0.9439183
2019,9,19,목,ARP8,ARP3,L,L1903,D,12:10,N,0.8486426
2019,9,19,목,ARP3,ARP1,L,L1709,A,11:40,N,0.92292684
2019,9,19,목,ARP1,ARP3,L,L1709,D,10:30,N,0.917982
2019,9,19,목,ARP3,ARP6,J,J1956,A,12:55,N,0.83756125
2019,9,19,목,ARP6,ARP3,J,J1956,D,11:50,N,0.6562726
2019,9,19,목,ARP1,ARP3,L,L1710,A,12:15,N,0.93517286
2019,9,19,목,ARP3,ARP1,L,L1710,D,11:05,N,0.63634694
2019,9,19,목,ARP3,ARP4,L,L1801,A,7:20,N,0.731007
2019,9,19,목,ARP4,ARP3,L,L1801,D,6:20,N,0.9010575
2019,9,19,목,ARP8,ARP3,L,L1904,A,11:40,N,0.9218119
2019,9,19,목,ARP3,ARP8,L,L1904,D,10:50,N,0.8923559
2019,9,19,목,ARP6,ARP3,J,J1957,A,14:30,N,0.8477484
2019,9,19,목,ARP3,ARP6,J,J1957,D,13:25,Y,0.4136094
2019,9,19,목,ARP3,ARP6,J,J1958,A,16:15,N,0.64615715
2019,9,19,목,ARP6,ARP3,J,J1958,D,15:10,Y,0.4209218
2019,9,19,목,ARP1,ARP3,L,L1712,A,12:45,N,0.93517286
2019,9,19,목,ARP3,ARP1,L,L1712,D,11:35,N,0.63971853
2019,9,19,목,ARP4,ARP3,L,L1802,A,9:25,N,0.7687519
2019,9,19,목,ARP3,ARP4,L,L1802,D,8:25,N,0.8901915
2019,9,19,목,ARP3,ARP8,L,L1905,A,15:30,N,0.92612237
2019,9,19,목,ARP8,ARP3,L,L1905,D,14:45,N,0.7851504
2019,9,19,목,ARP6,ARP3,J,J1959,A,18:00,N,0.66227776
2019,9,19,목,ARP3,ARP6,J,J1959,D,16:55,Y,0.4036212
2019,9,19,목,ARP1,ARP3,L,L1722,A,16:15,N,0.6952432
2019,9,19,목,ARP3,ARP1,L,L1722,D,15:05,N,0.8156205
2019,9,19,목,ARP8,ARP3,L,L1906,A,14:15,N,0.913205
2019,9,19,목,ARP3,ARP8,L,L1906,D,13:25,N,0.742069
2019,9,19,목,ARP3,ARP6,J,J1960,A,19:45,N,0.65696037
2019,9,19,목,ARP6,ARP3,J,J1960,D,18:40,Y,0.38540518
2019,9,19,목,ARP3,ARP1,L,L1713,A,12:55,N,0.9310818
2019,9,19,목,ARP1,ARP3,L,L1713,D,11:45,N,0.9038891
2019,9,19,목,ARP3,ARP1,L,L1723,A,15:45,N,0.90054554
2019,9,19,목,ARP1,ARP3,L,L1723,D,14:35,N,0.8586327
2019,9,19,목,ARP1,ARP3,L,L1724,A,17:00,N,0.72293234
