,Unnamed: 0,SDT_YY,SDT_MM,SDT_DD,SDT_DY,ARP,ODP,FLO,FLT,STT,DLY,DLY_RATE,STT_HOUR,QUARTER,AOD_0,AOD_1,STT_weight
411,3619,0,0,3,1,2,0,0,7,11,1.0,0.47494155,5,0,0,1,0.058853633572159676
412,3620,0,0,3,1,2,0,0,20,51,0.0,0.6724161999999999,11,0,1,0,0.06857727737973388
413,3621,0,0,3,1,0,2,0,20,42,1.0,0.24812186,10,0,0,1,0.07267144319344933
414,3622,0,0,3,1,2,0,0,35,83,0.0,0.7004663000000001,15,0,1,0,0.04912998976458546
415,3623,0,0,3,1,0,2,0,35,77,1.0,0.30714375,14,0,0,1,0.06397134083930399
416,3624,0,0,3,1,3,2,0,62,62,1.0,0.44266725,12,0,1,0,0.06499488229273286
417,3625,0,0,3,1,2,3,0,62,53,1.0,0.30008686,11,0,0,1,0.06857727737973388
350,3626,0,0,3,1,2,0,0,28,78,1.0,0.46488523,14,0,1,0,0.061309523809523814
351,3627,0,0,3,1,0,2,0,28,68,1.0,0.23697406,13,0,0,1,0.07916666666666666
352,3628,0,0,3,1,1,2,0,41,24,0.0,0.7138045999999999,8,0,1,0,0.07023809523809524
353,3629,0,0,3,1,2,1,0,41,17,0.0,0.5457105,6,0,0,1,0.0625
1014,3630,0,0,3,1,6,7,0,16,127,0.0,0.7916628000000001,16,0,1,0,0.013888888888888888
1015,3631,0,0,3,1,7,6,0,16,120,1.0,0.37293297,15,0,0,1,0.04233870967741935
1016,3632,0,0,3,1,7,0,0,60,19,0.0,0.88917166,5,0,1,0,0.07056451612903226
1017,3633,0,0,3,1,0,7,0,60,7,0.0,0.7159575,4,0,0,1,0.06541218637992832
1018,3634,0,0,3,1,0,7,0,93,99,0.0,0.7270726,13,0,1,0,0.07235663082437276
1019,3635,0,0,3,1,7,0,0,93,87,1.0,0.40816492,12,0,0,1,0.07997311827956989
1020,3636,0,0,3,1,7,0,0,94,90,0.0,0.79416037,12,0,1,0,0.07997311827956989
1021,3637,0,0,3,1,0,7,0,94,78,0.0,0.5337261999999999,11,0,0,1,0.07280465949820789
1022,3638,0,0,3,1,8,7,0,136,143,0.0,0.8763274,2,0,1,0,0.06630824372759858
1023,3639,0,0,3,1,7,8,0,136,135,0.0,0.6408602,1,0,0,1,0.03920250896057348
624,3640,0,0,3,1,0,4,0,64,8,0.0,0.7523951999999999,5,0,1,0,0.07434301521438451
625,3641,0,0,3,1,4,0,0,64,146,0.0,0.5616466,3,0,0,1,0.07607192254495157
626,3642,0,0,3,1,4,0,0,89,67,0.0,0.8442620000000001,10,0,1,0,0.06535269709543569
627,3643,0,0,3,1,0,4,0,89,55,0.0,0.60282767,9,0,0,1,0.08125864453665284
628,3644,0,0,3,1,4,0,0,102,113,0.0,0.7110704000000001,16,0,1,0,0.025933609958506226
629,3645,0,0,3,1,0,4,0,102,105,1.0,0.24997889999999998,14,0,0,1,0.06708160442600276
530,3646,0,0,3,1,2,1,0,28,42,1.0,0.39942932,9,0,1,0,0.05371530886302596
531,3647,0,0,3,1,1,2,0,28,37,1.0,0.2521546,9,0,0,1,0.05371530886302596
298,3648,0,0,3,1,0,3,0,1,71,0.0,0.7212668999999999,3,0,1,0,0.08285302593659942
299,3649,0,0,3,1,3,0,0,1,65,1.0,0.41165632,2,0,0,1,0.07564841498559077
300,3650,0,0,3,1,3,0,0,14,18,0.0,0.92664313,8,0,1,0,0.07708933717579251
301,3651,0,0,3,1,0,3,0,14,12,0.0,0.6178849000000001,6,0,0,1,0.04322766570605188
418,3652,0,0,3,1,2,0,0,8,18,0.0,0.84655845,6,0,1,0,0.08137154554759468
419,3653,0,0,3,1,0,2,0,8,10,0.0,0.5993284000000001,5,0,0,1,0.058853633572159676
420,3654,0,0,3,1,0,2,0,21,81,0.0,0.6266214,15,0,1,0,0.04912998976458546
421,3655,0,0,3,1,2,0,0,21,72,1.0,0.33483928,14,0,0,1,0.06397134083930399
422,3656,0,0,3,1,2,1,0,48,39,1.0,0.36139327,9,0,1,0,0.07318321392016376
423,3657,0,0,3,1,1,2,0,48,31,1.0,0.26582325,8,0,0,1,0.06704196519959059
424,3658,0,0,3,1,2,4,0,63,16,0.0,0.7340151999999999,6,0,1,0,0.08137154554759468
425,3659,0,0,3,1,4,2,0,63,8,1.0,0.27516115,5,0,0,1,0.058853633572159676
354,3660,0,0,3,1,0,2,0,15,30,0.0,0.77388656,8,0,1,0,0.07023809523809524
355,3661,0,0,3,1,2,0,0,15,21,0.0,0.53828317,7,0,0,1,0.07857142857142857
356,3662,0,0,3,1,0,2,0,29,82,1.0,0.47951782,16,0,1,0,0.03571428571428571
357,3663,0,0,3,1,2,0,0,29,77,1.0,0.32463056,14,0,0,1,0.061309523809523814
358,3664,0,0,3,1,2,1,0,42,28,0.0,0.6515863000000001,8,0,1,0,0.07023809523809524
359,3665,0,0,3,1,1,2,0,42,20,0.0,0.5037379,7,0,0,1,0.07857142857142857
360,3666,0,0,3,1,2,4,0,55,81,1.0,0.43396777,15,0,1,0,0.03571428571428571
361,3667,0,0,3,1,4,2,0,55,76,1.0,0.35930455,14,0,0,1,0.061309523809523814
1024,3668,0,0,3,1,0,7,0,61,25,0.0,0.824792,6,0,1,0,0.058915770609319
1025,3669,0,0,3,1,7,0,0,61,12,0.0,0.65501046,5,0,0,1,0.07056451612903226
1026,3670,0,0,3,1,7,0,0,76,48,0.0,0.86540186,8,0,1,0,0.06541218637992832
1027,3671,0,0,3,1,0,7,0,76,35,0.0,0.5482935,7,0,0,1,0.07146057347670251
1028,3672,0,0,3,1,0,7,0,77,69,0.0,0.7161156999999999,10,0,1,0,0.08064516129032258
1029,3673,0,0,3,1,7,0,0,77,56,1.0,0.42154480000000005,9,0,0,1,0.06384408602150538
1030,3674,0,0,3,1,0,7,0,95,101,0.0,0.7270726,13,0,1,0,0.07235663082437276
1031,3675,0,0,3,1,7,0,0,95,89,1.0,0.40816492,12,0,0,1,0.07997311827956989
630,3676,0,0,3,1,0,4,0,65,14,0.0,0.7523951999999999,5,0,1,0,0.07434301521438451
631,3677,0,0,3,1,4,0,0,65,2,0.0,0.71492416,4,0,0,1,0.04460580912863071
632,3678,0,0,3,1,0,4,0,77,50,0.0,0.82958716,9,0,1,0,0.08125864453665284
633,3679,0,0,3,1,4,0,0,77,39,1.0,0.48386753,8,0,0,1,0.06846473029045644
634,3680,0,0,3,1,0,4,0,90,82,0.0,0.57866526,12,0,1,0,0.06881051175656985
635,3681,0,0,3,1,0,4,0,103,113,0.0,0.72912514,16,0,1,0,0.025933609958506226
636,3682,0,0,3,1,4,0,0,103,105,1.0,0.2827372,14,0,0,1,0.06708160442600276
532,3683,0,0,3,1,0,2,0,14,32,0.0,0.5430144,8,0,1,0,0.0738585496866607
533,3684,0,0,3,1,2,0,0,14,24,1.0,0.27164268,7,0,0,1,0.06042972247090421
302,3685,0,0,3,1,3,0,0,2,61,0.0,0.84272337,1,0,1,0,0.05403458213256484
303,3686,0,0,3,1,0,3,0,2,57,1.0,0.48388690000000006,0,0,0,1,0.032420749279538905
304,3687,0,0,3,1,0,3,0,15,21,0.0,0.919867,8,0,1,0,0.07708933717579251
305,3688,0,0,3,1,3,0,0,15,16,0.0,0.60630715,7,0,0,1,0.055475504322766565
306,3689,0,0,3,1,3,0,0,28,47,0.0,0.84835327,13,0,1,0,0.08645533141210375
307,3690,0,0,3,1,0,3,0,28,41,1.0,0.45125026,12,0,0,1,0.08645533141210375
308,3691,0,0,3,1,4,3,0,43,47,0.0,0.8081898000000001,13,0,1,0,0.08645533141210375
309,3692,0,0,3,1,3,4,0,43,42,1.0,0.47264564,12,0,0,1,0.08645533141210375
426,3693,0,0,3,1,0,2,0,9,22,0.0,0.803656,7,0,1,0,0.058341862845445236
427,3694,0,0,3,1,2,0,0,9,14,1.0,0.47957963,6,0,0,1,0.08137154554759468
428,3695,0,0,3,1,2,0,0,22,68,1.0,0.49177414,13,0,1,0,0.07881269191402251
429,3696,0,0,3,1,0,2,0,22,59,1.0,0.25805402,12,0,0,1,0.06499488229273286
430,3697,0,0,3,1,2,1,0,49,45,1.0,0.34946865,10,0,1,0,0.07267144319344933
431,3698,0,0,3,1,1,2,0,49,38,1.0,0.298863,9,0,0,1,0.07318321392016376
432,3699,0,0,3,1,4,2,0,64,4,0.0,0.7445042,4,0,1,0,0.07727737973387923
433,3700,0,0,3,1,2,4,0,64,104,0.0,0.513596,3,0,0,1,0.05783009211873081
362,3701,0,0,3,1,2,0,0,16,38,0.0,0.64558315,9,0,1,0,0.06547619047619048
363,3702,0,0,3,1,0,2,0,16,28,1.0,0.47795200000000004,8,0,0,1,0.07023809523809524
364,3703,0,0,3,1,2,3,0,30,99,0.0,0.75572455,2,0,1,0,0.061309523809523814
365,3704,0,0,3,1,3,2,0,30,90,0.0,0.686336,1,0,0,1,0.05476190476190476
1032,3705,0,0,3,1,7,6,0,0,143,0.0,0.8517878000000001,2,0,1,0,0.06630824372759858
1033,3706,0,0,3,1,6,7,0,0,136,0.0,0.68858755,1,0,0,1,0.03920250896057348
1034,3707,0,0,3,1,7,0,0,47,141,0.0,0.8926497999999999,1,0,1,0,0.03920250896057348
1035,3708,0,0,3,1,0,7,0,47,132,0.0,0.80376685,0,0,0,1,0.010080645161290322
1036,3709,0,0,3,1,7,0,0,96,102,0.0,0.8089794,13,0,1,0,0.07235663082437276
1037,3710,0,0,3,1,0,7,0,96,90,0.0,0.549391,12,0,0,1,0.07997311827956989
637,3711,0,0,3,1,0,4,0,53,129,0.0,0.83601433,1,0,1,0,0.057053941908713685
638,3712,0,0,3,1,4,0,0,53,120,0.0,0.7255435,0,0,0,1,0.041493775933609964
639,3713,0,0,3,1,4,0,0,66,144,0.0,0.8381635000000001,3,0,1,0,0.07607192254495157
640,3714,0,0,3,1,0,4,0,66,134,0.0,0.7615269,2,0,0,1,0.048409405255878286
641,3715,0,0,3,1,4,0,0,78,32,0.0,0.9181185,7,0,1,0,0.053596127247579534
642,3716,0,0,3,1,0,4,0,78,21,0.0,0.8180866,6,0,0,1,0.0594744121715076
643,3717,0,0,3,1,4,0,0,90,68,1.0,0.27807444,11,0,0,1,0.08022130013831259
534,3718,0,0,3,1,2,0,0,15,20,0.0,0.6269119000000001,6,0,1,0,0.040286481647269466
535,3719,0,0,3,1,0,2,0,15,12,1.0,0.33298993,5,0,0,1,0.051477170993733216
536,3720,0,0,3,1,2,1,0,29,41,1.0,0.4186141,9,0,1,0,0.05371530886302596
537,3721,0,0,3,1,1,2,0,29,35,1.0,0.24759024,8,0,0,1,0.0738585496866607
310,3722,0,0,3,1,3,0,0,16,19,0.0,0.9365561,8,0,1,0,0.07708933717579251
311,3723,0,0,3,1,0,3,0,16,14,0.0,0.70928925,7,0,0,1,0.055475504322766565
312,3724,0,0,3,1,0,3,0,29,53,0.0,0.7297401,15,0,1,0,0.04322766570605188
313,3725,0,0,3,1,3,0,0,29,48,0.0,0.5089724,14,0,0,1,0.05403458213256484
314,3726,0,0,3,1,3,4,0,44,54,0.0,0.73184234,15,0,1,0,0.04322766570605188
315,3727,0,0,3,1,4,3,0,44,50,0.0,0.54183364,14,0,0,1,0.05403458213256484
434,3728,0,0,3,1,0,2,0,23,84,0.0,0.5717126,16,0,1,0,0.030706243602865918
435,3729,0,0,3,1,2,0,0,23,79,1.0,0.2554415,14,0,0,1,0.06397134083930399
436,3730,0,0,3,1,1,2,0,50,68,1.0,0.43615896,13,0,1,0,0.07881269191402251
437,3731,0,0,3,1,2,1,0,50,60,1.0,0.29810536,12,0,0,1,0.06499488229273286
438,3732,0,0,3,1,2,4,0,65,9,0.0,0.81448686,5,0,1,0,0.058853633572159676
439,3733,0,0,3,1,4,2,0,65,1,1.0,0.23764849,4,0,0,1,0.07727737973387923
366,3734,0,0,3,1,2,0,0,17,40,0.0,0.7531483,10,0,1,0,0.06369047619047619
367,3735,0,0,3,1,0,2,0,17,31,1.0,0.46854943,8,0,0,1,0.07023809523809524
368,3736,0,0,3,1,1,2,0,43,56,0.0,0.5386626999999999,12,0,1,0,0.06488095238095239
369,3737,0,0,3,1,2,1,0,43,49,1.0,0.33791983,11,0,0,1,0.061309523809523814
370,3738,0,0,3,1,2,1,0,44,69,0.0,0.5126442,13,0,1,0,0.07916666666666666
371,3739,0,0,3,1,1,2,0,44,59,1.0,0.39075792,12,0,0,1,0.06488095238095239
1038,3740,0,0,3,1,6,7,0,1,0,0.0,0.9350919,4,0,1,0,0.06541218637992832
1039,3741,0,0,3,1,7,6,0,1,152,0.0,0.7700639,3,0,0,1,0.06025985663082437
1040,3742,0,0,3,1,0,7,0,79,71,0.0,0.72144973,10,0,1,0,0.08064516129032258
1041,3743,0,0,3,1,7,0,0,79,57,1.0,0.4256425999999999,9,0,0,1,0.06384408602150538
1042,3744,0,0,3,1,7,0,0,80,54,0.0,0.8610902,9,0,1,0,0.06384408602150538
1043,3745,0,0,3,1,0,7,0,80,41,0.0,0.5582403,7,0,0,1,0.07146057347670251
1044,3746,0,0,3,1,0,7,0,97,110,0.0,0.7086401999999999,14,0,1,0,0.06653225806451613
1045,3747,0,0,3,1,7,0,0,97,96,1.0,0.37927043,13,0,0,1,0.07235663082437276
644,3748,0,0,3,1,4,0,0,54,125,0.0,0.89486355,1,0,1,0,0.057053941908713685
645,3749,0,0,3,1,0,4,0,54,117,0.0,0.7837270000000001,0,0,0,1,0.041493775933609964
646,3750,0,0,3,1,0,4,0,67,29,0.0,0.8798706000000001,7,0,1,0,0.053596127247579534
647,3751,0,0,3,1,4,0,0,67,20,0.0,0.77391285,6,0,0,1,0.0594744121715076
648,3752,0,0,3,1,0,4,0,79,52,0.0,0.82958716,9,0,1,0,0.08125864453665284
649,3753,0,0,3,1,4,0,0,79,40,1.0,0.48386753,8,0,0,1,0.06846473029045644
650,3754,0,0,3,1,4,0,0,91,70,0.0,0.8242919,11,0,1,0,0.08022130013831259
651,3755,0,0,3,1,0,4,0,91,57,0.0,0.5880346,9,0,0,1,0.08125864453665284
652,3756,0,0,3,1,4,0,0,104,116,0.0,0.7110704000000001,16,0,1,0,0.025933609958506226
653,3757,0,0,3,1,0,4,0,104,109,1.0,0.43111062,15,0,0,1,0.03250345781466114
538,3758,0,0,3,1,1,2,0,16,121,0.0,0.6938164000000001,3,0,1,0,0.0720680393912265
539,3759,0,0,3,1,2,1,0,16,110,1.0,0.47338527,2,0,0,1,0.0863921217547001
540,3760,0,0,3,1,1,2,0,30,73,0.0,0.5318235,13,0,1,0,0.06803939122649955
541,3761,0,0,3,1,2,1,0,30,66,1.0,0.32715857,12,0,0,1,0.0756490599820949
316,3762,0,0,3,1,0,3,0,3,74,0.0,0.7212668999999999,3,0,1,0,0.08285302593659942
317,3763,0,0,3,1,3,0,0,3,66,1.0,0.41165632,2,0,0,1,0.07564841498559077
318,3764,0,0,3,1,0,3,0,17,27,0.0,0.9407358,9,0,1,0,0.048270893371757925
319,3765,0,0,3,1,3,0,0,17,22,0.0,0.6284776999999999,8,0,0,1,0.07708933717579251
320,3766,0,0,3,1,3,0,0,30,49,0.0,0.82501066,14,0,1,0,0.05403458213256484
321,3767,0,0,3,1,0,3,0,30,45,1.0,0.43513042,13,0,0,1,0.08645533141210375
322,3768,0,0,3,1,4,3,0,45,55,0.0,0.7146078,16,0,1,0,0.021613832853025938
323,3769,0,0,3,1,3,4,0,45,52,1.0,0.45377237,15,0,0,1,0.04322766570605188
440,3770,0,0,3,1,2,0,0,10,26,0.0,0.7735888000000001,7,0,1,0,0.058341862845445236
441,3771,0,0,3,1,0,2,0,10,15,1.0,0.4595374,6,0,0,1,0.08137154554759468
442,3772,0,0,3,1,2,0,0,24,74,0.0,0.5828371999999999,14,0,1,0,0.06397134083930399
443,3773,0,0,3,1,0,2,0,24,65,1.0,0.22333342,13,0,0,1,0.07881269191402251
444,3774,0,0,3,1,2,0,0,36,91,0.0,0.6940678000000001,1,0,1,0,0.04350051177072672
445,3775,0,0,3,1,0,2,0,36,88,0.0,0.801303,0,0,0,1,0.015353121801432956
446,3776,0,0,3,1,2,1,0,51,57,0.0,0.6007226999999999,12,0,1,0,0.06499488229273286
447,3777,0,0,3,1,1,2,0,51,50,1.0,0.37841678,11,0,0,1,0.06857727737973388
448,3778,0,0,3,1,4,2,0,66,101,0.0,0.6152772,3,0,1,0,0.05783009211873081
449,3779,0,0,3,1,2,4,0,66,94,0.0,0.7272395,1,0,0,1,0.04350051177072672
372,3780,0,0,3,1,3,2,0,31,0,0.0,0.7516859,4,0,1,0,0.0625
373,3781,0,0,3,1,2,3,0,31,102,0.0,0.65385157,3,0,0,1,0.0625
1046,3782,0,0,3,1,0,7,0,48,144,0.0,0.84001505,2,0,1,0,0.06630824372759858
1047,3783,0,0,3,1,7,0,0,48,135,0.0,0.8200215000000001,1,0,0,1,0.03920250896057348
1048,3784,0,0,3,1,7,0,0,62,24,0.0,0.8901972,6,0,1,0,0.058915770609319
1049,3785,0,0,3,1,0,7,0,62,11,0.0,0.7019721,5,0,0,1,0.07056451612903226
1050,3786,0,0,3,1,0,7,0,81,74,0.0,0.72144973,10,0,1,0,0.08064516129032258
1051,3787,0,0,3,1,7,0,0,81,61,1.0,0.4256425999999999,9,0,0,1,0.06384408602150538
654,3788,0,0,3,1,0,4,0,55,130,0.0,0.83601433,1,0,1,0,0.057053941908713685
655,3789,0,0,3,1,4,0,0,55,121,0.0,0.75213546,0,0,0,1,0.041493775933609964
656,3790,0,0,3,1,0,4,0,80,68,0.0,0.77525496,11,0,1,0,0.08022130013831259
657,3791,0,0,3,1,4,0,0,80,56,1.0,0.46866679999999994,9,0,0,1,0.08125864453665284
658,3792,0,0,3,1,0,4,0,92,88,0.0,0.57866526,12,0,1,0,0.06881051175656985
659,3793,0,0,3,1,4,0,0,92,76,1.0,0.27807444,11,0,0,1,0.08022130013831259
660,3794,0,0,3,1,0,4,0,105,114,0.0,0.72912514,16,0,1,0,0.025933609958506226
661,3795,0,0,3,1,4,0,0,105,106,1.0,0.2827372,14,0,0,1,0.06708160442600276
542,3796,0,0,3,1,2,1,0,17,105,0.0,0.6395432,1,0,1,0,0.06177260519247986
543,3797,0,0,3,1,1,2,0,17,95,0.0,0.6016906999999999,0,0,0,1,0.020143240823634737
544,3798,0,0,3,1,2,1,0,31,60,1.0,0.48712683,12,0,1,0,0.0756490599820949
545,3799,0,0,3,1,1,2,0,31,52,1.0,0.414559,11,0,0,1,0.08594449418084155
546,3800,0,0,3,1,2,1,0,44,22,0.0,0.6284951999999999,6,0,1,0,0.040286481647269466
547,3801,0,0,3,1,1,2,0,44,15,1.0,0.30036634,5,0,0,1,0.051477170993733216
324,3802,0,0,3,1,3,0,0,4,63,0.0,0.84272337,1,0,1,0,0.05403458213256484
325,3803,0,0,3,1,0,3,0,4,58,1.0,0.48388690000000006,0,0,0,1,0.032420749279538905
326,3804,0,0,3,1,0,3,0,31,55,0.0,0.7364313,16,0,1,0,0.021613832853025938
327,3805,0,0,3,1,3,0,0,31,52,1.0,0.35455185,15,0,0,1,0.04322766570605188
328,3806,0,0,3,1,3,2,0,46,64,0.0,0.93362564,2,0,1,0,0.07564841498559077
329,3807,0,0,3,1,2,3,0,46,59,0.0,0.54728615,1,0,0,1,0.05403458213256484
450,3808,0,0,3,1,0,2,0,11,32,0.0,0.8111957,8,0,1,0,0.06704196519959059
451,3809,0,0,3,1,2,0,0,11,24,1.0,0.42351675,7,0,0,1,0.058341862845445236
452,3810,0,0,3,1,1,2,0,52,80,0.0,0.6196092,15,0,1,0,0.04912998976458546
453,3811,0,0,3,1,2,1,0,52,73,1.0,0.29810536,14,0,0,1,0.06397134083930399
374,3812,0,0,3,1,2,0,0,18,43,0.0,0.7380905,10,0,1,0,0.06369047619047619
375,3813,0,0,3,1,0,2,0,18,35,1.0,0.46058166,9,0,0,1,0.06547619047619048
376,3814,0,0,3,1,0,2,0,19,44,0.0,0.70593226,10,0,1,0,0.06369047619047619
377,3815,0,0,3,1,2,0,0,19,36,1.0,0.40910864,9,0,0,1,0.06547619047619048
378,3816,0,0,3,1,2,3,0,32,13,0.0,0.76752186,6,0,1,0,0.0625
379,3817,0,0,3,1,3,2,0,32,5,0.0,0.6461220999999999,4,0,0,1,0.0625
380,3818,0,0,3,1,1,2,0,45,71,0.0,0.5026107,14,0,1,0,0.061309523809523814
381,3819,0,0,3,1,2,1,0,45,64,1.0,0.35139590000000004,13,0,0,1,0.07916666666666666
1052,3820,0,0,3,1,7,6,0,2,149,0.0,0.8245454,2,0,1,0,0.06630824372759858
1053,3821,0,0,3,1,6,7,0,2,140,0.0,0.68542296,1,0,0,1,0.03920250896057348
1054,3822,0,0,3,1,7,0,0,49,148,0.0,0.8809872,2,0,1,0,0.06630824372759858
1055,3823,0,0,3,1,0,7,0,49,138,0.0,0.81126326,1,0,0,1,0.03920250896057348
1056,3824,0,0,3,1,0,7,0,63,30,0.0,0.824792,6,0,1,0,0.058915770609319
1057,3825,0,0,3,1,7,0,0,63,17,0.0,0.65501046,5,0,0,1,0.07056451612903226
1058,3826,0,0,3,1,7,0,0,82,59,0.0,0.8610902,9,0,1,0,0.06384408602150538
1059,3827,0,0,3,1,0,7,0,82,46,0.0,0.55131495,8,0,0,1,0.06541218637992832
1060,3828,0,0,3,1,7,0,0,98,108,0.0,0.7814273,14,0,1,0,0.06653225806451613
1061,3829,0,0,3,1,0,7,0,98,95,0.0,0.53665304,12,0,0,1,0.07997311827956989
662,3830,0,0,3,1,0,4,0,68,34,0.0,0.8798706000000001,7,0,1,0,0.053596127247579534
663,3831,0,0,3,1,4,0,0,68,23,0.0,0.77391285,6,0,0,1,0.0594744121715076
664,3832,0,0,3,1,4,0,0,93,90,0.0,0.7787929,13,0,1,0,0.05532503457814661
665,3833,0,0,3,1,0,4,0,93,78,1.0,0.3905728,11,0,0,1,0.08022130013831259
666,3834,0,0,3,1,0,4,0,106,115,0.0,0.72912514,16,0,1,0,0.025933609958506226
667,3835,0,0,3,1,4,0,0,106,108,1.0,0.4658255,15,0,0,1,0.03250345781466114
330,3836,0,0,3,1,0,3,0,5,0,0.0,0.68681234,4,0,1,0,0.061239193083573486
331,3837,0,0,3,1,3,0,0,5,67,1.0,0.41165632,2,0,0,1,0.07564841498559077
332,3838,0,0,3,1,3,0,0,18,26,0.0,0.947799,9,0,1,0,0.048270893371757925
333,3839,0,0,3,1,0,3,0,18,20,0.0,0.68194044,8,0,0,1,0.07708933717579251
334,3840,0,0,3,1,3,0,0,32,51,0.0,0.8237383,14,0,1,0,0.05403458213256484
335,3841,0,0,3,1,0,3,0,32,47,1.0,0.45232278,13,0,0,1,0.08645533141210375
336,3842,0,0,3,1,2,3,0,47,7,0.0,0.9199425999999999,5,0,1,0,0.06484149855907781
337,3843,0,0,3,1,3,2,0,47,1,1.0,0.43524563,4,0,0,1,0.061239193083573486
454,3844,0,0,3,1,2,0,0,12,27,0.0,0.7903087,7,0,1,0,0.058341862845445236
455,3845,0,0,3,1,0,2,0,12,19,1.0,0.42649305,6,0,0,1,0.08137154554759468
456,3846,0,0,3,1,0,2,0,25,85,0.0,0.5959336999999999,16,0,1,0,0.030706243602865918
457,3847,0,0,3,1,2,0,0,25,80,1.0,0.27273375,15,0,0,1,0.04912998976458546
458,3848,0,0,3,1,0,2,0,37,25,0.0,0.72724295,7,0,1,0,0.058341862845445236
459,3849,0,0,3,1,2,0,0,37,16,1.0,0.30617446,6,0,0,1,0.08137154554759468
460,3850,0,0,3,1,2,0,0,38,47,0.0,0.56341076,10,0,1,0,0.07267144319344933
461,3851,0,0,3,1,0,2,0,38,37,1.0,0.30508226,9,0,0,1,0.07318321392016376
462,3852,0,0,3,1,2,4,0,67,77,1.0,0.47005326,14,0,1,0,0.06397134083930399
463,3853,0,0,3,1,4,2,0,67,68,1.0,0.21864444,13,0,0,1,0.07881269191402251
382,3854,0,0,3,1,0,2,0,20,55,1.0,0.4418736,12,0,1,0,0.06488095238095239
383,3855,0,0,3,1,2,0,0,20,45,1.0,0.37226492,10,0,0,1,0.06369047619047619
384,3856,0,0,3,1,3,2,0,33,35,0.0,0.6335105,9,0,1,0,0.06547619047619048
385,3857,0,0,3,1,2,3,0,33,25,0.0,0.5102378,8,0,0,1,0.07023809523809524
386,3858,0,0,3,1,3,2,0,46,3,0.0,0.7654741,4,0,1,0,0.0625
387,3859,0,0,3,1,2,3,0,46,104,0.0,0.6612577,3,0,0,1,0.0625
1062,3860,0,0,3,1,6,7,0,3,32,0.0,0.8575273999999999,7,0,1,0,0.07146057347670251
1063,3861,0,0,3,1,7,6,0,3,21,0.0,0.59833777,6,0,0,1,0.058915770609319
1064,3862,0,0,3,1,7,0,0,50,154,0.0,0.8872576999999999,3,0,1,0,0.06025985663082437
1065,3863,0,0,3,1,0,7,0,50,142,0.0,0.7280203000000001,2,0,0,1,0.06630824372759858
1066,3864,0,0,3,1,0,7,0,99,119,0.0,0.6965545999999999,15,0,1,0,0.04233870967741935
1067,3865,0,0,3,1,7,0,0,99,106,1.0,0.367262,13,0,0,1,0.07235663082437276
668,3866,0,0,3,1,4,0,0,56,128,0.0,0.89486355,1,0,1,0,0.057053941908713685
669,3867,0,0,3,1,0,4,0,56,119,0.0,0.7837270000000001,0,0,0,1,0.041493775933609964
670,3868,0,0,3,1,4,0,0,69,145,0.0,0.8471950999999999,3,0,1,0,0.07607192254495157
671,3869,0,0,3,1,0,4,0,69,135,0.0,0.7615269,2,0,0,1,0.048409405255878286
672,3870,0,0,3,1,4,0,0,81,48,0.0,0.86323965,9,0,1,0,0.08125864453665284
673,3871,0,0,3,1,0,4,0,81,37,1.0,0.41739792,8,0,0,1,0.06846473029045644
674,3872,0,0,3,1,0,4,0,94,99,0.0,0.6088892,14,0,1,0,0.06708160442600276
548,3873,0,0,3,1,0,2,0,0,55,0.0,0.6635565999999999,11,0,1,0,0.08594449418084155
549,3874,0,0,3,1,2,0,0,0,45,1.0,0.19561958,10,0,0,1,0.06714413607878246
550,3875,0,0,3,1,1,2,0,18,3,0.0,0.6327486999999999,4,0,1,0,0.06401074306177261
551,3876,0,0,3,1,2,1,0,18,118,1.0,0.4401151,3,0,0,1,0.0720680393912265
552,3877,0,0,3,1,1,2,0,34,58,0.0,0.604534,11,0,1,0,0.08594449418084155
553,3878,0,0,3,1,2,1,0,34,49,1.0,0.17580348,10,0,0,1,0.06714413607878246
554,3879,0,0,3,1,3,2,0,45,12,0.0,0.6496036999999999,5,0,1,0,0.051477170993733216
555,3880,0,0,3,1,2,3,0,45,4,1.0,0.4363323,4,0,0,1,0.06401074306177261
338,3881,0,0,3,1,3,0,0,6,72,0.0,0.8602359,3,0,1,0,0.08285302593659942
339,3882,0,0,3,1,0,3,0,6,65,0.0,0.5899174,2,0,0,1,0.07564841498559077
340,3883,0,0,3,1,0,3,0,19,28,0.0,0.93149364,10,0,1,0,0.048270893371757925
341,3884,0,0,3,1,3,0,0,19,23,0.0,0.6167808000000001,8,0,0,1,0.07708933717579251
342,3885,0,0,3,1,0,3,0,33,2,0.0,0.87504125,4,0,1,0,0.061239193083573486
343,3886,0,0,3,1,3,0,0,33,69,1.0,0.40164417,3,0,0,1,0.08285302593659942
464,3887,0,0,3,1,0,2,0,13,36,0.0,0.56753993,9,0,1,0,0.07318321392016376
465,3888,0,0,3,1,2,0,0,13,28,1.0,0.38189667,8,0,0,1,0.06704196519959059
466,3889,0,0,3,1,2,0,0,26,78,0.0,0.60213333,14,0,1,0,0.06397134083930399
467,3890,0,0,3,1,0,2,0,26,70,1.0,0.22921246,13,0,0,1,0.07881269191402251
468,3891,0,0,3,1,0,2,0,39,86,0.0,0.69564337,16,0,1,0,0.030706243602865918
469,3892,0,0,3,1,2,0,0,39,81,1.0,0.2783333,15,0,0,1,0.04912998976458546
